text,labels
"After the column ran, more emails were exchanged, with Ms  Dowd telling the executive,""I hope you're happy... let's do another.""",6
.,3
Many Javakheti Armenians feel that their culture and language are discriminated against,1
.,3
For example,3
.,3
Vanity,3
.,3
"Then there were the post-revisionists (John Lewis Gaddis) in the 1970s who believed that:""America and Russia wanted to keep the peace after the war but that conflict was caused by mutual misunderstanding, reactivity, and above all the American inability to understand Stalin's fears and need to defend himself after the war.""",6
Paris: Why Obama's presence Sunday would have been height of hypocrisy.,7
It called on villagers to resort to violence while protesting against the mine,0
.,3
.,3
.,3
"Neo- Nazis and violent""hooligans against Salafists"" openly support PEGIDA",0
.,3
The photos of 40 of the world's government leaders marching arm-in-arm along a Paris boulevard on Sunday with the president of the United States not among them was a provocative image that has fomented much debate,1
.,3
unless,3
",",3
.,3
.,3
"Of all the high-profile international conferences that have been held on Afghanistan over the years- in Bonn, Tokyo, and Istanbul - this comes at a crucial juncture",1
.,3
.,3
that's about half what Ronald Reagan accomplished climbing out of a recession of comparable depth,1
.,3
.,3
The support of the invisible masses can be incredibly positive,1
"We are social creatures who absorb the outlook and opinions of those with whom we associate, and unconciously echo them",1
Low-income families often end up paying about 40% of their family income for a member to attend community college,5
President Obama could help to calm things down,1
.,3
"We just need to put our phones down long enough to ask for support, for such services to be reinstated, and to ask those who bully, degrade and derail equality: why do you hate us?",1
society must steer clear of stigmatising Europe's already marginalised and distrusted Muslim communities,1
.,3
"being young, at 50 - a run now for Senate still leaves the door open to run for governor 10 or 20 years down the road",1
",",3
The last meeting was just before Christmas,0
"austerity programs intended to restore solvency have forced massive government spending cuts and tax increases in Spain, Greece and other Mediterranean states",1
.,3
Obama will simply move on to the next misguided item on his bucket list,1
Unmarried men do not have unfettered access to members of the opposite sex,1
when,3
.,3
Monster they created,3
",",3
"The holiday headlines blared without a hint of distrust:""End of War"" and ""Mission Ends"" and ""U.S  formally ends the war in Afghanistan"", as the US government and Nato celebrated the alleged end of the longest war in American history",1
.,3
To speak your truth against power typically results from years if not decades of inner work along with courage that reveals you have come to love yourself enough to not be intimidated by the powerful iconic figures who have committed sexual abuse,1
.,3
.,3
The Chinese economy is now estimated by some to be larger than our own,1
that western governments take great care to prevent the spread of ideas and messages they consider culpable for radicalising Muslims,1
smoke fuelled by the appetites of those,3
.,3
Edelman seems bereft of them all,1
Their attitude towards the Shia is strongly negative and clearly discernible in a number of claims with a conspiratorial bias,1
.,3
.,3
.,3
",",3
"Contrast Mrs Merkel's forthright remarks on the anti-Islamic demonstrations with which Germany is currently coping, with Mr Cameron's skirting of the moral aspects of the immigration debate to see the difference",1
",",3
European countries have been able to take advantage of those opportunities,1
People whose lives have been broken,1
Student demand far exceeds supply of places and price has become a proxy for quality,1
Some might say it's what the audience demands,1
the talks fail,1
"No US or NATO ally, including Israel, Turkey or Saudi Arabia can cover Iran's geographical depth",1
thus,3
.,3
.,3
.,3
But this executive order could be overturned by a future president,1
"And beyond an imperative of security, Armenia also depends on Russia as a crucial source of remittances, or money sent home by large numbers of Armenians living and working in Russia",1
.,3
.,3
.,3
.,3
as Argentinean representatives attend the Climate Change Summit in Peru,1
The Declaration of Independence defines our personal liberties as inalienable aspects of our humanity,2
",",3
which attacks and consumes the body's immune system,2
but,3
"Go back and look at the figures above: 5,500+ deaths and 150,000+ hospital admissions a year are not the result of mere casual tipples",1
There are hundreds of millions more who will not finish their education,1
sacrificing their lives to birth a new place of liberty,1
tell them sincerely exactly why you admire them,3
Do police officers of different racial and ethnic backgrounds act differently while on the job?,1
.,3
"Try praying, at least once",1
"The forthcoming Mexican oil privatisation falls comfortably within this ""legally corrupt"" economic framework",1
but,3
Islam was revealed to save people from bloodshed and misuse of the sword,1
"What if he or she is persecuted, abused, put through exorcisms or so-called conversion therapies?",1
.,3
.,3
"While it is true that the particular process that led to Circle assuming control of Hinchingbrooke hospital predates the Lansley reforms, tracing back to earlier New Labour flirtations with privatisation",0
and,3
Commiserations to those,3
",",3
"in that its stationing and delivery also involves non-nuclear member states, such as Belgium, Germany, Italy, the Netherlands and Turkey",1
Hence,3
"Another horrific tragedy has struck a western capital in the violent murder of French journalists and cartoonists at a satirical magazine, Charlie Hebdo",1
.,3
.,3
.,3
"Americans are not at all convinced, 13 days after the vicious attacks on Charlie Hedbo in Paris, that Obama's ""broader strategy"" is leading to ""a safer, more prosperous world.""",1
" the committee concluded that all the claims about the value of intelligence gained from ""enhanced"" interrogation--including the claim that it helped the U.S  find Usama bin Laden-- are overstated or just plain false",6
;,3
.,3
Marzouki's Congress for the Republic party represents a poorer and more traditional (and southern) component of Tunisian society,1
His body was then left on the pavement for 16 hours - not unlike Mike Brown in the streets of Ferguson,0
" of course, that's why it must be made to happen",1
.,3
.,3
\.,3
.,3
Proponents of torture are contesting these well-documented findings,1
and,3
"At some point, I'm going to come a cropper",1
.,3
If,3
"She herself was called a ""slut"" as a high school student in the 1980s",0
",",3
.,3
:,3
In fact,3
Torturing Muslims is an 'awesome' way to get things done.,7
.,3
.,3
Atlanta Fire Chief: I was fired because of my Christian faith.,7
.,3
come,3
incentives must be put in place to encourage people to make right decisions,1
.,3
Just as a magician draws your attention to what he wants you to see so,3
"I think President Obama is weak, bored with the office, and an incompetent leader",1
"""Marilyn made the sultry red lip, creamy skin and dramatically lined eyes the most famous beauty look of the 1940s, and it's a look that continues to dominate the beauty and fashion industry. It is the ultimate look that defines glamour - nothing else compares,"" the spokeswoman said",6
"Adivasis, who account for almost 20 percent of Assam's voters, ditched the Congress Party in this year's parliamentary elections and supported the BJP giving the party seven seats compared to four in 2009",0
.,3
so fearful,1
.,3
there was nothing they could do,1
",",3
 the draft was not put forward as a Chapter VII resolution,0
.,3
.,3
"Unethical drug testing must be matched with harsh punishment, now and after Ebola",1
"Fingers are being pointed at ""Exodus"" and at Scott",1
",",3
.,3
.,3
.,3
.,3
"For those who enjoy shopping as a pastime, it's one of the best times to be in the mall",1
.,3
",",3
.,3
",",3
.,3
"people from every background join a march in Paris for unity, freedom and democracy",1
.,3
",",3
if,3
.,3
.,3
",",3
",",3
.,3
What end does that even achieve?,1
Here's how,4
.,3
.,3
Garner and Brown are in their graves,2
White told me he believes the mayor succumbed to pressure from the city's LGBT community,6
.,3
.,3
.,3
Fatness is classified as a disease in the United States,2
.,3
"To the Westminster government, this probably sounds like communism",1
.,3
",",3
essentially to garner sympathy internationally and unite the population,1
"""He was simply being a great Army chaplain - in ministering to his troops and providing first hand how he has dealt with depression in the past",6
I dislike pomposity about mainstream musical tastes,1
as the military defends state capitals and recaptures lost urban centres,1
Should they work up the gumption,1
Its new budget defies this reality,1
"when one goes off inappropriately, we still visualise a shameless yuppie in red braces, Aston Martin double-parked outside, closing deals - an offensive symbol of profligate and faddish modernity",1
.,3
",",3
This discrepancy is telling of the power imbalance of our contemporary world,1
In the face of these facts even President Nieto has admitted in public speeches that Mexico's legal system is in shambles,6
"The historical continuity of racial discrimination, coupled with a ramped up pursuit of strategic objectives across a number of Muslim countries during the last two decades have seen to it that an atmosphere of suspicion and hostility has permeated the public sphere in the US and revived the legacy of intolerance in Europe",1
"Get a chorus together and open with this old Sammy Cahn-Jule Styne number:""It seems to me I've heard that song before; it's from an old familiar score, I know it well, that melody.""",1
.,3
.,3
.,3
.,3
"In recent months they have sacked entire towns and villages, and are now masters over 20,000 square miles of territory",0
.,3
.,3
",",3
However,3
.,3
but,3
Ice blocked the route along Russia's northern coastline,0
"And now, out of the blue - in a manner reminiscent of G4S's eve-of-Olympics confession that it was not going to do the full security that it had signed up for- the private contractor at Hinchingbrooke has admitted that it is losing its appetite for the job",1
",",3
",",3
.,3
.,3
.,3
"Similar monitoring of most donors' direct aid will, no doubt, highlight comparable corruption and waste",1
"Premiums paid by businesses keep rising faster than inflation, further burdening U.S  competitiveness in international markets",1
its march forward has been held up in Kobane,1
.,3
.,3
"Al Jazeera's correspondent in Iraq, Imran Khan, in an article in November raised the question: Are the US and Iran on the same side in Iraq?",6
.,3
"because Europe produced arguably the first world citizen open to discovering and appreciating foreign cultures: the Greek historian Herodotus, 2,500 years ago",1
.,3
"But we didn't confirm that before publication, and in the light of that we have made a further set of changes to the headline, subheading and text",0
.,3
",",3
",",3
",",3
;,3
"Businesses that screw up should accept the consequences, just like ordinary people who spend recklessly",1
:,3
.,3
.,3
.,3
",",3
consumer demand continues to grow,1
",",3
.,3
"More importantly, the British Department of Information itself began to use the word ""Crusade"" to convey a very distinctive religious and historical connection to earlier periods",1
If,3
"""At every stage, they sought to put obstacles in the way,"" says one source",6
.,3
"After public outcry over the killing of Muslim cleric Ibrahim ""Rogo"" Omar, the government set up a task force to investigate his murder",0
because workers who shifted into longer-hours jobs during the study were 12% more likely to develop risky drinking habits as a result,5
",",3
We're all porn stars now,1
.,3
.,3
the target was an insurance company office,1
Suicide is the biggest single killer of men aged 20-49 in the UK,5
.,3
"Today, many of those refugees have returned home",1
Some women activists nonetheless suggested that it was not necessary to send the EVAW law to parliament,1
"The fundamental reason behind this shameful situation in many Muslim countries is clearly the failure of political leadership, exacerbated by the sheepish role of the religious scholars and an absence of a strong civil society",1
Terrorists attacked the magazine Charlie Hebdo 24 hours later,0
.,3
",",3
.,3
"Following the attacks, Syria responded with bombastic rhetoric over what it would do in the face of the strikes",1
but,3
"But even more importantly, the Senate can get to work on the issues of real importance to the people who elected them",1
"""Naked men refuse to give in, so they pursue sexual fulfillment through multiple partners, with the opposite sex, the same sex, and sex outside of marriage and many other vile, vulgar and inappropriate ways which defile their body- temple and dishonor God.""",6
.,3
Chaplain punished for sharing his faith in suicide prevention class.,7
-,3
"At the time of writing, the website was back up",0
preferring instead to campaign for re-election,1
it's so much more restful to know that I live my life from love rather than for it,1
.,3
.,3
"In each of those you have a chance to be positive, to be cheerful, to be supportive",1
Nicolas Sarkozy managed to obtain the dismissal of the cartoonist Sine and put him on trial for anti-Semitism,0
.,3
.,3
Such lists are usually for those with criminal convictions,1
.,3
"Castro ""nationalized"" U.S.-owned industries and seized much of the island's private property from Americans",1
"Malala Yousafzai and Kailash Satyarthi stood in front of the world, proud and deserving joint winners of the Nobel Peace Prize",0
.,3
"France has historically accommodated millions of Muslims who fled poverty, marginalisation and even oppression",1
"""Many critics, though, of Israel's policy would suggest that the Palestinians suffer hugely at Jewish hands as well,"" Wilcox said",6
.,3
If,3
.,3
"Like now, for instance",3
- but,3
.,3
.,3
.,3
.,3
he thinks a lot about the country,1
",",3
.,3
"As the drawdown of the international troops drew nearer, we feared that the political climate would make it increasingly difficult to get the law anchored in parliament",0
.,3
"while most of the women in his industry are oversexualised - some because they want to be, others because they are told to",1
",",3
.,3
.,3
"our President makes a stand, it signals our nation's resolve",1
For example,3
.,3
:,3
all actors have contributed to the escalation of tensions in the area,1
.,3
.,3
People get sick of you being sick and stop listening,1
",",3
He bragged about murdering looters during Hurricane Katrina,6
.,3
he is too easily blown off course by adverse winds arising within his own party and outside it,1
",",3
",",3
Yet,3
",",3
.,3
He has never been charged with any crime,0
I find some of the work of Charlie Hebdo distasteful,0
when I read news that the cost of goods stolen in the average shoplifting incident is now? 241,0
"This is not negotiable, irrespectively of what the outside world thinks and does",1
",",3
Je Suis Charlie? Media need to stop covering for murderous Muslims.,7
Confessions of a teenage shoplifter.,7
.,3
.,3
which has reportedly shrunk by 8.6 percent over the past two fiscal years,5
",",3
"""They are telling me mine is not acceptable,"" he said",6
 theological interpretations and attempts at recreating the biblical past were aimed at ushering in a distorted extreme right-wing Christian vision of the world that involved Israel as a stepping stone for its realisation in anticipation of the Second Coming,1
Why Tunisia succeeded where Egypt failed.,7
"Mungiki operated primarily in the Nairobi slums, in the Central Province and parts of the Rift Valley",0
.,3
"Since it is the case, let us change the scenario, and say that a Bolivian leftist magazine, notorious for its coverage against wars of any kind, had been targeted by a vicious commando-like attack by al-Qaeda",1
Some of us stood confused and panicked,0
",",3
Europe needs to adopt a more strategic and moral policy towards the Syrian refugee crisis rather than the current position whose failure is measured in the increasing numbers of lives lost to the Mediterranean,1
Spain follows the same path both in regards to the social crisis and the political management of that crisis,1
War is used as a tool of international policy because people accept it,1
The UN estimates that it will cost $8.4bn in 2015 to look after Syrians affected by war,5
",",3
"As you develop, more influences affect who and what you are and allow different parts of you to grow",2
.,3
you might as well just bequeath everything to lawyers now,1
.,3
Some commentators are calling the shutdown of a major motion picture by foreign enemies an unprecedented act against American freedom of expression,1
.,3
These problems arise not because of growing demand alone but because of the failure of political leaders to respond to it,1
you might even get a candy cane from Old Saint Nick - provided there',3
"Meanwhile, according to the British newspaper The Independent, only eleven countries on earth are free from violent conflict",6
Dangerous stereotypes,3
.,3
"Remove the fence, plant it with trees, throw in some rocks and logs, and you'd have a rough and mossy playground",1
"A deal that, in spite of all the reassurances from Secretary of State John Kerry, will enable Iran to make nuclear weapons",1
"It has become an operational and at times a policy-making arm of the government.""",6
We all are,1
"No guessing, no maybes, no ""let's keep our fingers crossed and hope for the best""",1
.,3
.,3
",",3
"The US is not, therefore, leaving Afghanistan in the abrupt manner than it left Iraq in 2011",1
.,3
.,3
.,3
"According to the governor's office, Pence has ""signed into law $643 million in annual tax relief",6
.,3
--,3
he is successful,1
"What was damaging, however, was an unhealthy political rivalry that ensued among mostly female parliamentarians and supporters of EVAW",1
.,3
"Former Atlanta Fire Chief Kelvin Cochran says he was fired because he wrote a book expressing his Christian faith, according to a discrimination complaint filed Jan  19 with the Equal Employment Opportunity Commission",6
my best guess is that Circle is moving to terminate its contract now because it imagined it would be able to swing more favourable treatment than it got,1
if,3
Muslim politicians would do better,1
.,3
.,3
.,3
Significant elements of the outgunned Panamanian defence forces had barracks in the El Chorrillo community,0
Long-term reform of the NHS and care systems to cope with an ageing population or restructuring the banks to insulate us against another financial crisis are issues far more complex and thorny than a debate format,1
"without a legal basis to justify my detention, the government is on thin ice",1
I am twelve years old,2
which today can be described as Salafi beliefs,1
"The relations in Lebanon between the two peoples, despite some racism and ugly incidents, could have been far worse",1
.,3
"The organizers shamelessly responded in a written handout to the rhetorical question:""Why did we create this exhibition on the Nakba?""",0
The president must inform Congress that there has been a change of leadership and policies of the Cuban government and that Castro has given assurances that it will no longer support terrorist acts,1
"when it comes to the crunch, they'd rather have a debate with the Greens than no debates at all",1
Our humanity hardly seems to matter to people going for the easy fat jokes,1
.,3
.,3
"Addressing discord in a manner that solves, rather than multiplies, the problem may be the greatest test our human family faces in the 21st century",1
"Cochran, who served seven years as the chief of the Atlanta Fire Departmant lost his job over a book he wrote about biblical morality titled,""Who Told You That You Were Naked?""",1
Then came a few more surprises,1
You can redefine the term date rape by celebrating the possibilities of healthy dating and mincing no words about the criminality of rape,1
.,3
"Having said all that, there's also an age-old political conundrum that I think Warchus's quotes capture well",1
It's going to get worse for French Muslims.,7
.,3
.,3
.,3
Eight ways to kill your enemies with kindness.,7
.,3
"""Do not follow the people who organise these, for their hearts are cold and often full of prejudice, and even hate,"" Merkel said in her New Year's Eve speech",6
"""Do you feel your weight is an issue?"" and ""Is there something we can do to help?"" are good openers",1
.,3
It does not accept this long period of curbing its enrichment programme without the reciprocal reduction in sanctions,1
.,3
His answer was bread and circuses,0
.,3
.,3
.,3
""".[Foreigners] might not know the Gettysburg Address,"" Obama said",6
and,3
who demanded that she stop indulging in such religious mumbo-jumbo,0
And,3
and,3
"Economic reform, however, is hardly what Greek politicians are talking about in this election campaign",1
.,3
That just ought not to happen in the United States,1
"At the very least, a lot of work needs to be put in to reassure those voters, and to fashion a tax that will not hit those people unfairly",1
"Over the decades, I've respected Senator Feinstein, even when disagreeing with her",0
\.,3
.,3
.,3
and,3
.,3
.,3
It exposes those who took great risks to help us in the wake of 9/11,1
5,3
"his drummer Rashied Ali was Muslim, as was his pianist McCoy Tyner (Suleiman Saud), and saxophonist Lateef",0
"But in this time of unprecedented feminist power, the conversation about ""slut"" can be more reflective than fevered",1
They need to show that they have learned from the mistakes of the past and will stop lurching from cliff to cliff and forcing self-imposed government shutdowns that only tarnish the GOP brand and make it harder to win future elections,1
a critical question must be asked,1
.,3
.,3
"Three years ago, Houellebecq said Islam was the most stupid religion in the world",6
.,3
.,3
again there is little reason to turn to the police for help,1
In short,3
"Pro-Kemalist media attacked the reform package, including many democratic regulations",1
.,3
Last month this system of abuses was detailed in the damning US Senate report on the secret CIA programme that ran detention sites and organised the transfer of detainees with the cooperation of partner countries,6
Today would have been a great day to have a cartoon of Ahmed smiling at the terrorist while defending the newspaper and the cartoonists in the name of his Islam,1
Dr  Keith Ablow is a psychiatrist and member of the Fox News Medical A-Team,4
4,3
The book caused a firestorm within Atlanta's LGBT community,1
.,3
Contemporary manifestations of the American sickness include the recent decision by a Missouri grand jury not to indict a police officer for killing an unarmed black teenager in the city of Ferguson - far from an isolated instance of fatal bigotry,1
he still had a part to play,1
be certain about this - young people whose rights have been violated will be silent no more,1
but,3
.,3
"As an indication of just how much the perk is being utilized, according to the American Society of Plastic Surgeons, the average cost of rhinoplasty is $4,545, while the average cost of liposuction is $2,866",5
minority officers adopt majority attitudes about those they serve and protect,1
.,3
The consequence then would be an unequivocal condemnation untainted by conspiracy and paranoia and constructed on fairness,1
",",3
.,3
"During a radio interview this week, French President Francois Hollande said Russian President Vladimir Putin ""doesn't want to annex eastern Ukraine - he told me that""",6
yet,3
"In the last years of Kim Jong-il, China was North Korea's major sponsor and trade partner",0
",",3
there is an issue about Van Bleeken's sanity,1
77% of children with similar scores but from wealthy families earn bachelor's degrees,5
The new GOP Congress needs to make sure it provides critical support and issue-oriented ammunition for our nominees -- not become unwelcome distractions that will hurt the brand and increase the Democrats' chances of retaining the White House,1
"What's going on is the deployment of 90,000 French troops to catch and kill three murderers",0
"I'd hate to know what the hostages experienced, including the two who were murdered",1
but,3
"what inevitably happens, especially in today's digital culture where revenge porn, stolen pictures and cyber harassment is the norm, is that ""it always spills outwards.""",6
.,3
"Within our social networks, we can feel less alone",1
.,3
",",3
These cartoonists felt there was no better way to fight fundamentalism than through derision and laughter,1
The magazine asked 53 historians to weigh in on Barack Obama's legacy and how they think he will be measured 20 years from now,0
Do they have different kinds of relationships with minority communities?,1
.,3
 even vegans are welcome,1
"The strength, courage and determination",3
.,3
.,3
.,3
"""It should not matter that the investigation found no evidence that Mr  Cochran had mistreated gays or lesbians,"" the Times wrote",6
--,3
Putin made a speech at Auschwitz 10 years ago on the 60th anniversary,0
as,3
.,3
:,3
.,3
no details were released until the final victory in May,0
.,3
And how does this affect the ongoing US-led war on extremism - the most tangible form being ISIL,1
.,3
The NCAA could learn something,1
"According to him, they indulge in extorting money from departments, contractors and ministries",6
you'll schedule more,1
But,3
.,3
involving up to 800 police in coordinated raids,0
"The police killing of Duggan in 2011, which sparked the riots of that summer, is the clearest recent case",1
.,3
which are both contributing factors to extremist behaviour,1
.,3
Warming may increase,1
.,3
but,3
They have been aggressive in their pursuit of intelligence and would-be terrorists,1
"A national anti-conversion law, if",3
.,3
.,3
the idea that you'd have to pay someone to say nice things about you doesn't seem so far-fetched,1
"As such, one wonders if she even read the draft",1
.,3
One reason is that the marketplace embraced smartphones in an astounding way ,1
"By 10.30am my GP will telephone me at work with the results of a brain scan I had a couple of days before: an acoustic neuroma, sitting behind my right ear, 42mm in size - a brain tumour",0
.,3
:,3
.,3
.,3
.,3
"It is time to stop making every issue about ourselves, posturing to ensure we get our way",1
",",3
and,3
So no - we don't worship Coca-Cola in Britain or see its presence on our dinner table as a status symbol,1
",",3
.,3
It is now up to Iraq's government whether the country will pay these troops as part of the first National Guard units in the forthcoming 2015 budget,1
.,3
",",3
but,3
.,3
.,3
"She is discreet, but never decorous",1
.,3
and,3
in that very few of the people who answer the phone are medically trained,0
.,3
when you are being abused by your parents that is harder to do,1
",",3
Shouldn't the aim always have been zero?,1
you're kissing Alibaba,1
"In Russia, the National Front is considered a right-wing political party that has some sensible policies on the EU, on immigration and supports the idea of a strong French identity and closer ties with Russia",1
",",3
.,3
",",3
"along Syria's borders with Jordan and the Israeli regime, the Nusra Front continues to collaborate with other extremist militias backed by foreign (including western) powers",1
.,3
.,3
.,3
.,3
when,3
the Armendariz family hadn't joined the LACCC and met the Guillen family,1
.,3
",",3
.,3
",",3
I heard constant noise of bullets outside my class but didn't have the strength to open my eyes,0
.,3
realities still experienced by the 127 men still held there,1
 as many as 40 men from Minneapolis alone have joined Islamic groups abroad,1
"Years later, Grandpa Lupe's ministry was so successful his sermons were broadcast on the radio",0
"But on some measures we are moving backwards, with a massive fall in numbers of part-time and mature students in the few years since the ? 9,000 fee cap was introduced",1
where he was accused of violating a school policy that bans the distribution of religious materials and another that directs teachers to be neutral when discussion religious material,0
No word on why he gave the go-ahead to give the loan to the National Front,1
.,3
please forgive the narcissism -- my book,3
these conversations come up,1
"New York City's mayor and police split ranks over the mayor's comment that his biracial son faced perpetual danger from police officers, followed by the assassination of two New York City police officers",0
"When it comes to crime, the demonstrations and pundits don't reflect how most blacks feel most of the time",1
Second,3
If,3
"I, too, have ached since hearing the news of what happened in Paris but je ne suis pas Charlie et je ne suis pas Ahmed et je ne suis pas juif",1
taking hold of city streets,1
"There are no less than 54 cases in the country associated with ""condoning terrorism""",5
"they discovered the following, unpublished facts",1
.,3
"For many low-income, academically-gifted students, a paid college visit, especially one catered to their academic interests, is completely out of reach",1
",",3
.,3
"There is no shortage of people - psychologists, sociologists, doctors - looking beyond the frailties of the human mind for wider causes",1
.,3
.,3
And for many that means renewed efforts at a fresh start,2
.,3
.,3
"""There's no co-pay (for cosmetic procedures), so the school district ends up footing the entire bill,"" The Atlantic reported in 2012",6
.,3
Try to recall one dream you had as a kid-- whether it was being a poet or a rock drummer or a multimillionaire stock trader-- and take just a single step in that direction,1
"The Conservatives, as we saw last week with their ""dodgy dossier"" about Labour's spending plans, want to revert to an old-fashioned model of election in which the campaign is dominated by staged leaders' tours in which the prime minister wafts around the country looking presidential and morning news conferences designed, with a bit of help from their friends in the press, to shape the campaign to a Tory agenda",1
"As a result of this duality, the line is blurred between engagement and confrontation, creating misunderstandings and uncertainties, but also opportunities for both Russia and the US",1
.,3
.,3
"Where' s the rest of Zamperini's story is the question I had after seeing ""Unbroken.""",0
.,3
.,3
 now is the time to make some observations about Kim's North Korea,1
CIA torture report: Debunking the myths.,7
Mosul is a city of immense history but currently stares at the fate of becoming history itself,1
The vote share of the two main parties has steadily declined in recent decades to the extent that it no longer looks as if the two parties will be able to sustain a majority under the current electoral system,1
"That these philosophers developed their racist outlooks towards Jews, Muslims, and blacks on the basis of ""reason"" and ""rationality"" makes such views more abhorrent than those derived from pre-modern modes of thought",1
", growing more uncontrollable as the political, economic, social and technological chaos of the contemporary world increases",1
"So the PA, which is supposed to be part of a national liberation struggle, is willing to put down an uprising by its own people against their subjugation",1
",",3
.,3
.,3
.,3
Come on,3
.,3
.,3
.,3
when,3
to say the soft drinks brand had a marketing monopoly would be to understate what was going on here,1
Such a statement is significant,1
",",3
One was supposed to feel a bit sorry for its inhabitants,1
he emailed me once,3
"In these areas, called""banlieues"", state infrastructure is almost non- existent and the population is subject to segregation and racial discrimination in terms of access to employment opportunities and housing",1
.,3
.,3
"Humility, coupled with a proven track record of success and more confidence in the states and the people, is what's needed at the national level",1
.,3
"it is that they are woefully under-equipped, under-trained and far too demotivated to tackle the well-armed Boko Haram fighters",1
Western cooperation with repressive Arab states involved rendition flights and the outsourcing of torture,1
"We did this once before, in the 1970's",1
.,3
He didn't push me away or try to rush my journey with God,0
"Equally if not more important, Marzouki is one of the Arab world's most respected human rights figures",0
For six years Mr  Obama has blamed the GOP for standing in the way of his programs,1
.,3
.,3
"For Cuba, it meant the loss of its biggest sponsor",1
",",3
.,3
it became evident our troops continued to be injured by them,1
.,3
"Also, people within the Ravens organization who knew Ray well told me that what happened in that elevator was inexcusable, yet also did not define Ray's real character",6
"As a nation, we need to personally and collectively repent of our sins",1
.,3
.,3
.,3
"Increasingly, they see a country victimized by an incompetent president",1
"At the time of the last election, David Cameron pronounced that TV debates were ""here to stay""",6
.,3
;,3
.,3
" I decided to go to the people with the most experience: older Americans who have been married 50, 60, 70 years and more(described in my recent book, ""30 Lessons for Loving"" (Hudson Street Press, January 8, 2015)",0
This weekend millions of Americans will take to the mall to get last-minute gifts for their loved ones,1
The other substantial news story was the compromise achieved by Congress and the White House to fund the government through the end of September 2015,1
They received almost 10 percent of the votes,5
Grandma Titi hadn't invited those Elders to lay hands on my uncle Carlos,1
"""Waterboarding is far from torture,"" explained an army pilot named Benjamin, all helpfulness",6
failure to back the EVAW and allowing it to die will deal a severe blow to Afghan women's rights,1
It's that time of year,4
one considers the conflicts in other parts of Russia's neighbourhood,1
.,3
.,3
Republicans who mock President Obama's interviews with the three popular YouTube Internet stars make a serious mistake,1
and,3
On an industrial estate on the northernmost outskirts of the capital hulks a big orange shed that will form part of the answer as to whether Britain really can fix its broken economic model,1
.,3
.,3
.,3
"It would have represented a glaring hypocrisy for Mr  Obama, or any highly- ranked official from his administration, to attend the rally",1
.,3
But there are other findings that give me cause for concern,1
.,3
.,3
"Meanwhile a US-funded $1.6 billion train and equip programme will aim to produce a further nine full-strength Iraqi army brigades in 2015, adding a further 45,000 troops to the army and nearly doubling its frontline combat strength",0
women came out in force to share their stories of sexual violence on campus,1
it's more than a step in the right direction,1
.,3
 they believe it's possible for images genuinely to capture something of God,1
.,3
"Not satisfied with taking half my hearing, the surgeon may take away my smile, my frown and that weird raised eyebrow look I've inherited from my dad",1
"Ironically, all the recent controversy has been a good thing - a blessing in disguise, the mayor said",6
",",3
and,3
.,3
.,3
Give me a break,1
",",3
.,3
", the collateral damage to French and European Muslims has already been done, despite one of the fallen police officers being a Muslim",1
"the higher education regulator is weak, with virtually no powers to tell universities to buck up standards",1
.,3
"Our Constitution, however, isn't complicated",1
.,3
do we really want our children to see and one day nostalgically remember the magnificent spectacle of the Eye on the London skyline bathed for years to come in Coca-Cola red?,1
.,3
"Its plain language makes clear that the test for a PDA claim is whether a pregnant woman receives the same treatment ""as other persons not so affected but similar in their ability or inability to work.""",6
.,3
Australians just aren't used to this sort of thing and thus are unpractised in their response,1
.,3
.,3
"But it had which ""has led to trouble and may have compounded our difficulties in several explosive areas""",6
"I wouldn't have been able to, I think",1
;,3
and,3
.,3
.,3
.,3
",",3
.,3
"Today, nearly 250,000 veterans are still stuck in the VA claims backlog and another 290,000 languish in the appeals process",5
And it simply won't wash,1
I live in a largely Turkish part of north London famed for its grand parade of grill restaurants,0
"It's a statistic that, no matter how many times I say it, continues to shock me to the core",1
.,3
.,3
and,3
",",3
It was the Pentagon that funded the basic and applied research that led to the creation of the Internet,0
It's her status as a writer and thinker,0
.,3
.,3
and,3
.,3
Democracies need to step in to make laws that actually improve sex workers' lives,1
.,3
You might stop unconsciously recruiting people just like them into your life,1
.,3
",",3
but,3
.,3
Crews said it was through that identification that he shared his story about depression,6
but,3
.,3
",",3
"which Abbas described last year as ""sacred"" despite the vast majority of Palestinians opposing it",0
After four and a half years in secret CIA custody he was transferred to Guantanamo,0
since,3
but,3
.,3
but,3
"The district's latest student proficiency numbers are ugly, as well",1
.,3
so squeamish managers can wash their hands of consequences,1
.,3
the latest Israeli attack comes in a series that preceded the outbreak of civil war,1
This week the world has seen headline after headline about the CIA's horrifying practise of systematic torture and cruelty,1
it was always meant to be a crossroads,1
"It is beneath them to perform it, and certainly beneath us all to watch",1
-,3
.,3
and,3
"For Benjamin Netanyahu, with elections looming, there is no better time for Israel's prime minister to act ""prime ministerial"" and remind voters of his eternal vigilance of the threat coming from Syria",1
"As a longtime global leader in human rights issues, particularly on the subject of torture, the US has lost its moral credibility on the world stage",1
and,3
the AfD succeeds in translating PEGIDA's objectives politically and electorally,1
He told the Globe he doesn't understand why Santa needs to visit the Peabody School,6
.,3
though he might have rather eccentric ideas on what constitutes such wellbeing,1
That would leave the United Kingdom in an isolation,1
.,3
and,3
