text,label
"In a short time, television debates have become a vital part of our democracy",assumption
People like my yoga teacher,assumption
They've learned something about our values,testimony
Chief Cochran has some much bigger firepower - the nation's evangelical community,assumption
"They think government does too much, that most of what it does, it does poorly",assumption
human beings are contradictory creatures,assumption
they ask why he is deserving of a national holiday,assumption
Just as Western Reds didn't need to endure life in the Soviet Union,assumption
if,no-unit
They neither received proper treatment nor were they informed of the true nature of the study,anecdote
that would mean that fraternities would have to quickly usher themselves into the 21st century,assumption
And you didn't think you might give it a week and see if they clear up?,assumption
So,no-unit
"Anthony Bourdain famously commented that ""you see worse [than gavage] in the pay-per-view film on the hotel channel- and that's people, for God's sake""",testimony
you would expect the authorities to ensure that the remaining 10% of their diminished range is designed to draw children out of their homes,assumption
Europe would be fundamentally and worryingly unstable,assumption
"it was a disaster - at best a distraction, and at worst a prevarication that racism is anecdotal and not systematic",assumption
The cost to our society of unrealized academic potential is unfathomable,assumption
but,no-unit
"In the event of a nuclear war, it would most likely be heading East from here",assumption
"Of the 70 members, around 40% are running a self-sustaining business out of this building",statistics
it's on the grounds of polling,assumption
"That is a paraphrasing of the cardinal's line in one of the Acts of Edward Bulwer-Lytton 1839 play ""Richelieu""",anecdote
This is still one of the most anemic recoveries,assumption
just as North Korea probably thinks it has conquered us,assumption
whose controversial detention in the late 1990s led to a worldwide campaign for their release,anecdote
meetings between national leaders would be arranged according to weight,assumption
"We're going to be better husbands, wives, fathers, mothers",assumption
"As a former president who the Kennedy White House regularly briefed on foreign policy issues and decisions, Truman knew how the CIA essentially steamrolled Kennedy into the disastrous Bay of Pigs invasion of Cuba (and other anti- Castro actions), leading Kennedy to tell a friend that he wanted""to splinter the CIA into a thousand pieces and scatter it to the winds""",assumption
And remember,no-unit
"Obviously I'm being facetious, but does the duchess really have to be congratulated for doing what every woman does",assumption
If,no-unit
But,no-unit
This legislation also functioned as a firm and fervent declaration by the state that Muslim and French identities were at odds and irreconcilable,assumption
"The remaining 35 percent of deaths were caused by guerillas fighting for statehood or independence in states like Assam, Manipur and Nagaland",statistics
he is too easily blown off course by adverse winds arising within his own party and outside it,assumption
"""At no time did he say his was the only or even the preferred way of dealing with depression. And at no time did he deny the validity of any other method.""",testimony
that has been widened to include Farage,assumption
an issue does not divide the main political parties,assumption
Rice is even willing to get political to fight bullying,assumption
I was undone by a friend who listened without judgment,anecdote
you are getting serious about someone,assumption
Today's servicemen and women understand that,assumption
publications dedicated to the topic began to appear in the media,assumption
Sony scraps 'The Interview': Dark day for America when we cave over silly Seth Rogen comedy.,title
Groups such as Greenpeace are a vital check on the power of corporations and politicians,assumption
"For those who try and try, year after year, again and again, to get better and better, only to take three steps forward then two steps back, one step forward then three steps back... I have good news for you",assumption
"you will find a QC, a builder or a nurse reduced to a thumbnail fuck-me photo",assumption
"The elite, east-coast intelligencia line will be that the beleaguered lame duck president--facing a hostile, conservative Congress--regained his momentum with renewed energy and purpose",assumption
Charlie Hebdo's cartoon attempted to bring the prophet into the debate around terrorism and Muslim violence,assumption
"And about 10,000 troops will remain there for the foreseeable future (more than we had a year after the Afghan war started)",statistics
it leaves Ukraine not in control of all its territory,assumption
"The crisis in Iraq has much clearer outlines today than it did a year ago, largely due to the refusal of the government to consider Sunni demands",assumption
"Depending on the hotshot neurosurgeon's schedule I may have to wait a number of hours, empty-bellied and frightened",assumption
because the culture we live in is so dominated by the sexual double standard,assumption
"on the contrary some of the strongest supporters of Zionism were ardent anti-Semites, including Lord Balfour himself",assumption
In other words,no-unit
"In 2006, the magazine had been republishing the infamous caricatures of Prophet Muhammad, in solidarity with the Danish cartoonists who has been sent death threats",anecdote
"when someone wishes me ""Happy Holidays.""",anecdote
Making a bad situation worse is the degree of European xenophobia lurking inside the debate around Turkish membership of the EU,assumption
Last year I discovered that a forged letter bearing my signature had been given to local media,anecdote
"you are of the mindset that submarines are all about undersea warfare or hunting the ""Red October""",assumption
We have a blasphemy law,assumption
it is still a work of expression -- free expression!,assumption
And the distorted nature of London's housing market could mean a tax with wildly distorted effects,assumption
"it is clear that all the factors that leave a young person susceptible to extremist ideology- poverty, lack of education, inadequate mental health support services and general social exclusion - still widely exist across western nations",assumption
Russia today faces serious geopolitical and economic challenges,assumption
it doesn't make him a bully,assumption
"Meanwhile, social and environmental erosion make the country less and less livable by the day",assumption
Take the risk,assumption
"by using the term ""poison,"" Cassandra means she does not want to endure the side effects of nausea, vomiting, hair loss and exhaustion cond",assumption
Life is too short to waste on someone who thinks Hitler had a point,common-ground
"The new Greek government, whether it is led by the incumbent premier Antonis Samaras, Tsipras, or a new coalition, could reasonably demand a new grand bargain",assumption
These people will be first up against the wall,assumption
Lest,no-unit
now everyone knows a marathon runner,assumption
"Before March 2015 we must see concrete, ambitious plans from each and every one of the world's polluting nations - to phase out coal and nuclear power, to install solar and wind energy, to increase energy efficiency, to build cleaner and more livable cities, and to protect forests",assumption
then to prove it wasn't all a fluke they'd have to get qualifications and do an internship,assumption
so,no-unit
What Turkey is offering in exchange is neutrality in Putin's confrontation with the West,assumption
Perhaps he will be proved right,assumption
"The rise of ISIL and its alluring attraction of young recruits from around the world, including from Muslim minority countries, has raised global Islamophobia to a new level",assumption
 the torture programme was so out of whack with what professional interrogators do that the CIA had to go outside the US government to find people to do it,assumption
"Other reports pointed out that these shipments were actually paid for by US allies, at the bidding of the Obama administration",testimony
"In addition to the $7.6bn already cut in May's federal budget, foreign aid has been cut by one quarter",statistics
"BTAD covering around 8,795 square-km area was given to Bodos on a platter",assumption
"""I am writing to you today to inform you of a change in our concert series this winter,"" wrote Principal Jennifer Ford in a letter to parents of the Peabody School in Cambridge",testimony
In 2015 it will be a civil rights struggle of young people LED by young people that will be the world's best hope,assumption
"In the end, the Philippines might end up with a pyrrhic victory",assumption
"You should never say to yourself:""After we're married, she or he will lose weightget a joblike my familychange heart about having kids""- or any other behavior or attitude you don't like",assumption
Who am I to make such a proclamation?,assumption
played by the standup Rob Delaney,no-unit
"Beginning with Zubaydah, the first CIA detainee to undergo torture, and continuing on with numerous others, the techniques went on for days or weeks at a time",anecdote
"Worse, fully 17% of the top quartile of poor kids do not even apply to college",statistics
"For once, Prime Minister Tony Abbott had a more mature response than his colleagues on the opposite side",assumption
Restoring power to unions would help,assumption
"Among these groups were the Mungiki, the Taliban, the Kosovo boys, the Baghdad boys, Chinkororo, and the Kalenjin Warriors",anecdote
After all,no-unit
India projects itself as a target of Islamic terrorism perpetrated by home- grown Indian Mujahideen (IM) or Pakistan-based outfits particularly in India- administered Kashmir,assumption
"The focus will now be on future versions of Glass, with the company feeling that the project ""allowed us to learn what's important to consumers and enterprises alike""",testimony
"She feels she dies a little bit, or more than a little bit, psychologically",assumption
Most fat children have fat parents,assumption
Mayweather has been arrested or cited by police in seven assaults against five different women,testimony
"It is quietly and determinedly going to attempt to anchor Europe in the same successful combination of liberal democracy, social solidarity and productive capitalism that it enjoys",assumption
"In 2008, I was one of a number of Bhopal survivors in New Delhi who fasted for 21 days, only having water",anecdote
"In 2004, Greenpeace flew me to Paris to participate in a demonstration outside Dow's shareholders meeting",anecdote
"if we pan out and rewind to the gay scene of the early 90s, before Davies' Queer as Folk awoke middle England to the wonders of rimming",assumption
I met people with brain cancer,anecdote
"Led by the families of those killed and over 40 world leaders who walked with linked arms, it was a significant moment in history, a moment triggered by outrage at the act of terrorists who massacred journalists and cartoonists in the middle of a weekly editorial meeting and ordinary citizens doing their shopping",anecdote
he would have co- ordinated a call from all three party leaders to the broadcasters to include them in the debates?,assumption
Its official name is Millennium Development Goal 2 and the official target is universal primary education,assumption
That's why it took 12 general elections between most voters having access to a television in 1964 and the first (and last?) television debate in 2010,assumption
"Hopefully, cities such as Washington, Los Angeles and New York will change their rules as more poor blacks and women recognize the benefits of gun ownership",assumption
"Technology hasn't merely flung off religion's centuries-long chastity belt but also provided live footage of people in suburban bedrooms flinging off chastity belts, metaphorically and literally",assumption
He not only teaches there,assumption
There are a lot of improvements I'm hoping to make over the next 12 months,anecdote
and,no-unit
I was there to prove that God didn't exist,anecdote
"Watching it, I realised that the intensity(Sia's ""emotional content"") was the reason it was jarring - the mere fact that the video wasn't carefully benign, cheaply titillating or just plain boring, like so much else in the genre",assumption
"If people dislike celebrities, then fine, but breaking their bones should be off limits",assumption
which has failed to achieve equal rights and equal treatment,assumption
"Legend has it that people used to get a job by seeing one they wanted, and applying",assumption
But there can also be pitfalls,assumption
"""Didn't.""",no-unit
"They can be asked,""Is this why Dr  Martin Luther King Jr  marched and went to prison?",anecdote
"According to a recent study, most Germans see somebody as ""German"" when he or she speaks German well and has a German passport",statistics
"Perceptions have changed dramatically, with most people now believing the ""More Guns, Less Crime"" hypothesis",assumption
many are used for sending a specific message either to the local population or to the international community,assumption
because of that police are among the strongest supporters for private gun ownership,assumption
There are more than twenty- five full-on wars happening right now and 169 violent militia and rebel conflicts,statistics
"Obviously, there are no cookie cutter answers",assumption
the CIA still maintains that it gained valuable intelligence from detainees,testimony
It was then that my sister first told me about the Bhopal gas disaster and what had happened that night,anecdote
"That way, many of them will not find it attractive to contest the position for the sake of the lucrative pay, not to mention thinking of issuing threats they will never carry through",assumption
if,no-unit
then Iran is definitely winning this conflict,assumption
Their battlefield purpose increases the chance of a nuclear escalation,assumption
but,no-unit
Maybe the speed of the internet is too fast for us to control a word with so much potential to damage,assumption
and,no-unit
When,no-unit
When he dismissed the story as unfair and misleading,anecdote
"In practice, though, the prohibition is virtually never enforced",assumption
it's not enough for him to form a task force on 21 century policing,assumption
"Mustafayev had accused Ismayilova of inciting him to attempt suicide and ""insulting his honour and dignity on social networks and among her friends following the break-up of their relations and his intention to marry another woman""",testimony
"I can' t help but think of that brilliant scene in Steven Spielberg's much maligned but hilarious World War II comedy ""1941,"" (1979)",assumption
and,no-unit
"It seems unlikely that the same audience digging Ed's mellow vibe are demanding that equivalent female artists appear scantily clad, hellbent on fellating the microphone",assumption
Too often many blame others for their circumstances,assumption
and,no-unit
"""I believe God has greater things for me,"" the father and grandfather said",testimony
Mandatory body cameras for police are a good idea,assumption
"The National Aeronautics and Space Administration (NASA) has transferred, for free, many diverse technologies that were developed through taxpayer-funded research and development to the transportation, detection and medical service industries",anecdote
it is also home to several rare and endangered species,assumption
It's no surprise that it's a team of Finnish researchers who are examining the stats around unsafe drinking,assumption
The outline of Cameron's position is that Britain should stay in the EU but under changed terms,assumption
The most we can reasonably say now is that we are at war with violent extremists,assumption
"The Turkish public were accustomed to their publications attacking Muslims, seeing them as a threat, despising them, or their columnists' pieces insulting Islam",assumption
" we know which option won out, a deal that precluded Taylor from breathing a word about phone-hacking to any of his union's members",assumption
Devolution cannot be for Scotland alone,assumption
"At the end of October, British forces lowered the flag at Camp Bastion - from where they had engaged in the most intense fighting the British army had seen since the Falklands War- and handed over the base to Afghan forces",anecdote
I ruled through executive orders instead of legislation,assumption
"Mayweather bought Harries a $500,000, 25-carat diamond ring shortly afterwards",anecdote
However,no-unit
"That legislation, which is 2,000 pages in length, was not read by anyone who voted for it",assumption
They also said that what happened in that elevator was an aberration from his usually strong character,testimony
"next time they consider demeaning the warriors protecting them afar, as Chris Kyle once did, they may want to consider who protects those towers and keeps them from tumbling",assumption
"Right off the bat, Congress must make it crystal clear to President Obama that he lacks the authority to lift the embargo on Cuba, allow trade to take place between the two nations, let tourists to go to Cuba to bail out the regime or give Cuba have access to capital markets",assumption
He bought the argument that says the terms on offer from Brussels get better the closer Britain gets to the exit,assumption
This entire episode was caught on video by a friend of Garner's,anecdote
It certainly does,assumption
but,no-unit
"the Earth heated up about 1.4 degrees Fahrenheit over the past century, not much more than it heated up the century before that",testimony
Charlie Hebdo's editors chose to stay in the mud of racism and Islamophobia,assumption
"A second man leans in to say,""Really, most people will agree that it's actually 'Doxbridge'.""",anecdote
But there are other findings that give me cause for concern,assumption
However,no-unit
"In this, Shea is on the same page as US Secretary of State John Kerry",assumption
"Many ""lesser"" incidents go virtually unreported",assumption
"So, don't get your hopes up",assumption
Saudi Arabia has relatively low production costs,assumption
"Toward this end, Iran has stirred Shia-Sunni divisions, creating sectarian identities for the various clashing groups",assumption
yet,no-unit
Kemalism is not only an ideology,assumption
"This weekend's attacks, if they are eventually claimed by Israel, would further entrench the growing irrelevance of many of the region's borders as recognised and respected lines",assumption
and,no-unit
It's also true that wages are still flat for most workers,assumption
and,no-unit
France lost five of its most prominent political cartoonists yesterday,anecdote
"the label applied to some people who want to maintain the traditions, honor the history, save the English language and preserve other characteristics that make our countries attractive to residents and immigrants",assumption
"By lunchtime, the cold and the EU directive has unified two groups who previously had not shared three words with each other",assumption
There was huge explosion,anecdote
This way,no-unit
So many of my schoolmates are here,anecdote
"MacGregor organises the exhibition so that the first big quote you see is Goethe and Schiller's 1796 declaration: ""Germany? Where is it? I do not know where to find such a country.""",anecdote
facts tell us that they have killed tens of thousands over the years,assumption
businesses are clearly feeling less trepidation about investing,assumption
"But this is impossible without essential leadership from the centre, without tough calls and effective management",assumption
"Joe Biden in particular has stood up as the advocate for liberal nuns, recently attending a ""Nuns on the Bus"" rally and in the past reportedly telling Pope Benedict XVI that he was being too hard on them and that he should ""lighten up.""",anecdote
but,no-unit
"One volunteer overhears Samantha Cameron's assistant screaming at Shapps over the phone, stating in no uncertain terms that Samantha would rather be trapped in a steam room with the two Eds than go on holiday with Team 2015, and that he could stick his competition",anecdote
"Surrounded by countries with significant Shia minorities, Iran seeks to cultivate the image of ""protector state"" for these populations",assumption
I can understand why some might characterise it that way,assumption
"One of the commissions established following the 2007-2008 violence to look at the role of the police, was the Waki Commission",anecdote
Because it is unhelpful to see one party as good and the other as bad,assumption
" the main threat in Tunisia today, in this regard, is not a religious- secular divide but left-neoliberal, with the two powerful parties working together to suppress all opposition to once again making Tunisia the Arab world's ""poster child"" for a ""broken down"" neoliberal reform model",assumption
I was immediately hooked,anecdote
Take liberty,other
"Sen  Marco Rubio, R-Fla , has already said he plans to do that",testimony
" he rebuffed the clear preference of voters that he work with Congress, by making the cornerstone of his address proposals unacceptable to the GOP and third",assumption
The use of soy for biofuels has promoted deforestation,assumption
And it's right next to the Ikea,assumption
bae was used to describe everything from one's (desired or actual) significant other to pancakes,assumption
and,no-unit
that we know about the physical and psychological impacts of this confinement,assumption
"Yet it is also an exercise of freedom of expression to express offense at the way satire like Charlie Hebdo's characterizes something you hold dear - like your faith, your personhood, your gender, your sexuality, your race or ethnicity",assumption
Foie gras is exactly as delicious as you've heard. It should nonetheless be banned.,title
"unlike, say, Basic Instinct and 9 12 weeks, Fifty Shades is not couples-friendly softcore, but specifically aimed at one gender",assumption
The CIA knew this,assumption
\.,no-unit
it is time to get serious about incitement at the UN,assumption
"Like the Co-op grocers or the Big Issue, Building Bloqs is a social enterprise",assumption
Russia needs to think carefully before annexing South Ossetia,assumption
"The older(and hopefully wiser) I get, the more I want to pause",assumption
But the agency - unlike its loudest defenders - is not endorsing torture as a means of gaining intelligence or keeping the country safe,assumption
and,no-unit
Indirect evidence,no-unit
it was always meant to be a crossroads,assumption
A few days later I went to a support group for people with brain tumours,anecdote
Newman had never held a seat in parliament before winning power in 2012,anecdote
"Several Senators have argued the U.S  should impose much tougher sanctions on whole sectors of the Russian economy, provide significant arms to Ukraine and NATO allies in the region, and should go back to an emphasis on building out missile defense in Europe",anecdote
This is what we call a crisis in leadership - both at the CIA and at the highest levels of the Bush Administration,assumption
an outside mediator proposed giving teachers an 11.8 percent pay increase,anecdote
 it is giving significantly less,assumption
"In the fall campaigns she awkwardly mimicked Liz Warren's rhetoric, embarrassing herself with the head-scratcher ""Don't let anyone tell you that it's businesses and corporations that create jobs.""",anecdote
However,no-unit
be certain about this - young people whose rights have been violated will be silent no more,assumption
which produces rising sea levels that incidentally also pose an existential threat to the Marshall Islands,assumption
"For one thing, the ANSF are doing much of the fighting themselves, with drastic effects on casualties",assumption
which had defended Stalingrad,anecdote
"God's love for me, approval of me, and commitment to me does not ride on my resolve but on God's resolve for me",assumption
Coaches know part of their job is to find and cultivate talent,common-ground
"Pence wants to move from opposing bad ideas in Washington, to focusing on the success records in many states",assumption
"""Peter doesn't know what we've done for Paul,"" he announced to the Press Association,""a lot of which has to be confidential.""",testimony
Earlier this year I travelled across Italy to document the stories of those who arrive to Italy's borders,anecdote
"""Its pages are filled with vulgar caricatures and caustic humor, lampooning politicians, entertainers and media personalities of all stripes,"" the New York Times reported three years ago,""and the magazine has found itself a frequent presence at Paris courts, accused on several dozen occasions of defamation or inciting hate",testimony
" some 35 percent of the voting public thinks undocumented aliens should be deported -- a record high, and up from 26 percent last year",statistics
one thing is certain,assumption
Come on,no-unit
Will the Obama administration change course?,assumption
"In order to mine for coal, they would need to cut down the forest and displace those who live there",assumption
" overwhelmingly, we marched to defend our right to freely express our views",anecdote
The real question is whether this latest turn in the drama will finally force Greek politicians to act in their country's long-term interest,assumption
who fly passenger aircraft into skyscrapers,anecdote
"Thirteen years on, the near limitless war authorization Congress passed for the Afghanistan war remains in place, with no sign that Congress wants to even debate revoking it",assumption
"John Stossel is the host of ""Stossel"" (Thursdays at 9 PMET), a weekly program highlighting current consumer issues with a libertarian viewpoint",anecdote
"A story headlined:""Egypt warns Amal Clooney she risks arrest over al-Jazeera three"" was published at 3.19pm on 2 January on the Guardian's website",anecdote
"Why would there be so much interest in personalizing the sounds they make, the apps they hold and the cases that hold them?",assumption
Still,no-unit
as,no-unit
Assad himself is seen less and less,assumption
But,no-unit
I've been in government for years now,anecdote
It is logical for Europe to reach out to Arab countries,assumption
who made clear why his country had pressed so hard to get the resolutions,assumption
Even though the mobile has long since ceased to be a cutting-edge gadget possessed only by the high-earning early-adopting few,assumption
God can do more in a moment than we can ever do in a lifetime,assumption
"Truman left office with a tattered reputation, was very unpopular with the public, and could not possibly been reelected",anecdote
Even though everyone who works for the government takes an oath to uphold the Declaration and the Constitution,common-ground
Homosexuality is a capital crime throughout most of the Arab world,assumption
There is too much box-ticking going on,assumption
"""I'm not discouraged and I'm not downtrodden,"" he said",testimony
why play that game at all?,assumption
what people say and what they do are often different,common-ground
"We should be thrilled that humans ""create technology to master climate.... That's why so few people today die from climate.""",testimony
Rape culture on campus: The silence of men.,title
"We are now in a position to recall what past black activists, from Martin Luther King to Angela Davis to Muhammad Ali, knew when they spoke against the immoral actions of their nation in Vietnam",assumption
and,no-unit
Would they allow themselves to be kicked out?,assumption
We can make these gestures of solidarity,assumption
No one should tell Muslims what they should or shouldn't get offended by,assumption
which means we all suffer,common-ground
The view from the end tells you that a marriage is made up of hundreds of daily interactions,assumption
What Pope Francis underscored was the impossibility of reconciling dignity with hurtful insults,assumption
If,no-unit
Atlanta Fire Chief: I was fired because of my Christian faith.,title
 the draft was not put forward as a Chapter VII resolution,anecdote
"With the conservative MPs entrenched in their opposition to EVAW, a weak speaker and a lack of support from my fellow female MPs, the EVAW bill failed to pass",anecdote
"But legislation could address many of the other factors that allowed the CIA to torture prisoners, destroy evidence and lie to investigators with impunity",assumption
Anger gets a really bad rap in our culture,assumption
you dare to speak against their idols,assumption
" for anyone who's experienced the Egyptian and Tunisian revolutions in action, the power and importance of human rights is undeniable",assumption
You don't choose your parents,common-ground
Let's employ Cassandra's own tortured terminology and logic,other
And they also found a way to legally keep Christ in the parade,assumption
"If not, other campaign groups will be next",assumption
 he was unrepentant,assumption
I love the smell of kebab in the morning,assumption
"In a step towards this concept, a 5,000-strong US-equipped Tribal Security Force brigade has been provided with $13.5 million worth of US weapons and training in the new US Department of Defense budget",anecdote
but,no-unit
"while not doing the hard work of addressing high rates of black crime, school dropouts and family breakdown",assumption
but,no-unit
"In his half century reign of terror, Cuban dictator Fidel Castro committed manifold atrocities",assumption
The alliance's Deputy Assistant Secretary General has come to University College London to talk to students about the Ukrainian crisis and Europe's new security architecture,anecdote
The rights of sex workers.,title
"In the days following the global outrage over the attack on the French satirical newspaper, Charlie Hebdo, many in Turkey seem to have forgotten those days when any criticism of Ataturk was a punishable offence - one that could label you a traitor",assumption
that is usually seen as morally unacceptable,common-ground
he is mistaken,assumption
Europe is on the edge of collapse under the weight of statism,assumption
"it demanded the living wage not just for its employees, but also from every contractor and supplier",assumption
"Evans could have been nothing but a role model, presumably to the vast tumult who turn out at Boundary Park each week",assumption
was it a draft that was provided?,assumption
"But these benefits aside, there was another more substantive reason why many Indians, especially the Dalits (Untouchables) and tribals embraced Christianity, and even Islam",assumption
It's exhausting,assumption
"What were Coalition members doing as they sat on the Opposition benches waiting to win the ""unloseable election""?",assumption
"To the Westminster government, this probably sounds like communism",assumption
I'd imagine he (and the venues that welcome him) can expect the same treatment,assumption
Otherwise,no-unit
However,no-unit
"""The course is designed to accompany the world literature text, which emphasizes culture in literature,"" the statement read",testimony
Stirring stuff,no-unit
which stemmed from his three decades of misrule and the hundreds killed in the brutal crackdown he launched to preserve it,assumption
they would probably hire them,assumption
"In the Middle East and north Africa, terrorists have targeted Muslims first and foremost",assumption
Its conclusions are shocking,assumption
Across the board denial of any mistreatment of women seems to be the modus operandi of fraternities,assumption
"In the first half of the 20th century, Americans and U.S  businesses dominated Cuba",assumption
"Sunil refused to live with us in the orphanage, and got involved with the anti-Carbide campaign",anecdote
"""We are trying to get people to betray their governments and to lie and cheat on our behalf. You cannot expect us to find those people in the front pew at the local churches.""",testimony
The government urgently needs to review its social and economic policies towards these disadvantaged areas,assumption
- still the highest grossing musical movie ever - with vast parties of galpals going again and again?,assumption
The good news is that black language is resilient,assumption
But the Americans who were expelled from Cuba were left holding titles and deeds to homes and businesses to which they had no access,assumption
which would entail punitive measures for lack of compliance,assumption
"The problem with the status quo, an anti-corporate campaigner said to me once, is that it's not static",anecdote
It does not rule out the possibility of being first to go nuclear in an armed conflict with another nuclear power,assumption
"In testimony he gave to the Congress, Helms denied under oath his agency had been involved in the overthrow of the Allende government in Chile, an action ordered by President Nixon",testimony
"we've superficially done away with the whole colonialism business, it being generally understood that colonies are bad and archaic things",assumption
"One day, out of desperation, Titi invited the minister and people from her church to come to the house and pray for healing",anecdote
The American public and its leaders need to ask themselves if torture is how they really want to be defined,assumption
some semblance of democracy were to be restored to Cuba in the distant future,assumption
"Every academic and thinktank report in health says that the way to make the NHS more efficient is""to move care closer to patients in their communities"", and away from general infirmaries",testimony
"New Congress: My fellow Republicans, here's your chance to prove you can lead.",title
in my view we actually have a shared responsibility,assumption
Both stem from the same noxious logic of exclusion,assumption
"before making these ill-thought proposals, not driving underground",no-unit
"you went to someone 300 years ago and asked them, do you have a perfect climate?""",assumption
.],no-unit
because as parents we want to teach kids about generosity,common-ground
I will also continue to seek answers as to why I was blacklisted,assumption
"Hang on, boys",other
The student asked on a number of occasions where the line was from,anecdote
I can only say that the twilight years of those characters were indeed a fiction,anecdote
While people admit that improvements in the security and economic sectors require time,assumption
"Then, President Lyndon Johnson had a huge Democratic majority in Congress to support his proposal",anecdote
That is because they have their own steadfast views and refuse to deviate from them,assumption
"Manson passionately wanted those killings to trigger an apocalyptic race war, and was every bit as serious about his ideological vision as the Charlie Hebdo murderers were about theirs",assumption
"By contrast, anti-prostitution activists calling for a world without prostitution have been far more successful in their lobbying efforts against sex work",assumption
and,no-unit
It is in these communities that the police can enhance their recruitment efforts and achieve at least some success,assumption
Grandpa Lupe hadn't become a minister,assumption
but,no-unit
"We know, for example, that those suffering active alcoholism seek out environments that facilitate and camouflage their drinking",assumption
"""That's what you get,"" the PM must have muttered to himself,""for trusting oiks.""",assumption
--,no-unit
"Without functional regulatory and judicial controls, it is technically and politically not feasible for any oil-funded social development fund to effectively spread wealth to future generations through new public education programmes, a modernised public health, adequate environmental standards and a much-improved physical infrastructure",assumption
Afghanistan faces an extremely test period,assumption
it is not saying the abusive methods produced it,assumption
"He did, however, share his testimony in several churches",anecdote
this boom was no different,assumption
"There, they will be mass produced for financial gain (again), and eventually disposed of (again)",assumption
That was wrong,assumption
And,no-unit
We stand by our freedom,assumption
"who addresses his black servant boy as ""you stupid thing, you"" and laments the impending African reclamation of the territory",anecdote
"In the bluntest, rudest, most scatological and offensive of terms, Charlie Hebdo has been insisting that the images people worship are just human creations - bad and dangerous human creations",assumption
"its public presence, successful campaigns and increasing social support show that there is a definite shift in Polish people's sociopolitical attitudes",assumption
"In solidarity with Muslims, some citizens have been demonstrating in European cities",anecdote
"finishing a marathon, in an empty car park, in the dark, in the pouring rain, is easily its equal for an overwhelming inner sense of achievement",anecdote
"In November, 52 percent expressed their confidence in the prime minister, and 49 percent in the president - both higher than the rating President Barack Obama has in the US",statistics
"did President Obama promise a ""case-by-case"" determination",assumption
Even if,no-unit
"which Glubb defines as marked by ""defensiveness, pessimism, materialism, frivolity, an influx of foreigners, the welfare state, (and) a weakening of religion.""",testimony
Families near the top have registered significant gains,assumption
Free people aren't surprised,assumption
and,no-unit
"Government welfare mostly doesn't incentivize people to escape poverty, but too often sustains them in poverty and addicts them to government handouts",assumption
It's unconstitutional,assumption
Edelman seems bereft of them all,assumption
which they claimed was their way of dealing with the new security reality,assumption
"Pfeiffer does not see any issue where Republicans can expect to undo a presidential veto: ""Not one,"" he emphasized",testimony
we find the courage to overcome fear,assumption
there' s one thing an alcoholic can use to deny the extent of their drinking`cond,assumption
But now Chief Cochran's storied career is up in smoke - all because of a book he wrote for a men's Bible study group at his Baptist church,assumption
"So, for that matter, was Flemming Rose",anecdote
"On BBC News at Six, the Cardiff researchers found, business representatives outnumbered trade union representatives by 19 to one",statistics
I can't believe I am alive,anecdote
you were pressed,assumption
"using slogans like""end demand"" or ""abolish prostitution now"", they have been calling for the so-called ""Swedish Model"", in which the act of selling sex is formally decriminalised, while clients are charged with a monetary fine",anecdote
All very good but what do they actually do?,assumption
And,no-unit
 Russia firmly believes that Americans are interventionists and falsely moralistic in their discourse,assumption
They don't evaluate his intelligence based on his decisions,assumption
"she is fierce, preternaturally observant and, sometimes, a little self-obsessed",assumption
a deeper look at these three labels,no-unit
and,no-unit
the president executes the law,common-ground
"Secondly, and more importantly for Russia, bringing the region under Moscow's influence would make a land corridor between Russia and Armenia, via South Ossetia, one step closer",assumption
and,no-unit
the Affordable Care Act mostly subsidizes health coverage for previously uninsured and lower income Americans,assumption
Most Americans feared another attack was imminent,assumption
"Keeping London affordable for ordinary people must be central to the plan, and improving the quality of life of Londoners a core theme",assumption
The long awaited Arab Spring and its failure in most countries have made things worse,assumption
"During the Sydney siege, a shooting spree incidence unfolded in Montgomery County, Pennsylvania that left 6 dead",anecdote
on the UVA campus it manifests itself in a system in which fraternities have a monopoly on serving alcohol(drinking is not allowed at sororities),anecdote
but,no-unit
"A good number of these legislators, for instance, never sponsored any bill since they were elected",assumption
 there is no dispute that the programme was started and run on the fly,assumption
"inflation is tame, thanks to the surge in oil and gas output",assumption
They are scared,anecdote
"History tells us that when we focus on the issues that really matter-- such as low taxes, getting our debt and deficit under control, limited government, returning power to the states and a strong and muscular national defense-- the American people are with us",assumption
President Obama is serious about showing black and brown life matters in this country,assumption
"The United Nations told the world that every boy and every girl, everywhere, would have access to a school and to an education and to opportunity",assumption
"There' s no doubt that accidental encounters with ordinary people- Brown's ""bigoted woman"", or Margaret Thatcher being confronted over the sinking of the Belgrano - have earned a place in history as moments of truth that have told a bigger story",assumption
Saudi Arabia alone has announced a $109bn investment plan to generate a third of its electricity,statistics
There' s something for everyone online!,assumption
Never has mine been so loud,assumption
"In the UK, in terms of daily life, the situation is better",assumption
"We are now pursuing what Orton calls ""a high living cost, low income, high debt, low savings approach""",testimony
"Suddenly, it was back to yesterday in the House of Islam",assumption
--,no-unit
Russia will also want to consolidate the gains made by separatist forces in eastern Ukraine,assumption
"It also helps, in majority-black or majority-Hispanic cities, if the chief of police comes from that community as well because, as the public face of the department, he or she can allay suspicions",assumption
Doesn't the Constitution create the presidency and the Congress?,common-ground
 blacks don't shy away from reporting crimes to the police,assumption
